363,JUSTICE AND CONSTITUTIONAL DEVELOPMENT,,JUSTICE AND CONSTITUTIONAL DEVELPM,0,57,CORNER MEYER AND REX STREET,ROODEPOORT,-26.1577142,27.8661179,OFFICE,JOHANNESBURG ;Public Works.ProcessReviewer;202416
400,SAPS NORWOOD,,DEPARTMENT OF PUBLIC WORKS,1,12,PATERSON RD,,-26.1608782,28.0770411,POLICE STATION,JOHANNESBURG ;Public Works.ProcessReviewer;202418
401,ALBERTON SAPS,,SA POLICE SERVICES,0,56,VAN RIEBEECK STREET,ALBERTON,-26.2603987,28.127116,HOSTEL,JOHANNESBURG ;Public Works.ProcessReviewer;202420
427,NO BUILDING NAME,N;Public Works.ProcessReviewer;202422
435,OFFICE,,SA POLICE SERVICES,0,0,WOMBE STREET,ULUNDI A,-28.333598,31.4161092,POLICE STATION,DURBAN ;Public Works.ProcessReviewer;202424
436,OFFICE,,SA POLICE SERVICES,0,0,WOMBE STREET,ULUNDI A,-28.3334684,31.4161117,POLICE STATION,DURBAN ;Public Works.ProcessReviewer;202426
437,OFFICES,,SA POLICE SERVICES,0,0,WOMBE STREET,ULUNDI A,-28.3331945,31.4158406,OFFICE,DURBAN ;Public Works.ProcessReviewer;202428
438,OFFICES,,SA POLICE SERVICES,0,0,WOMBE STREET,ULUNDI A,-28.3330581,31.4160824,UNULITIZED,DURBAN ;Public Works.ProcessReviewer;202430
438,OFFICES,,SA POLICE SERVICES,0,0,WOMBE STREET,ULUNDI A,-28.3330581,31.4160824,UNULITIZED,DURBAN ;Public Works.ProcessReviewer;202432
439,OFFICES,,SA POLICE SERVICES,0,0,WOMBE STREET,ULUNDI A,-28.3329264,31.4160905,UNULITIZED,DURBAN ;Public Works.ProcessReviewer;202434
440,OFFICES,,SA POLICE SERVICES,0,0,WOMBE STREET,ULUNDI A,-28.3327554,31.4160912,OFFICE,DURBAN ;Public Works.ProcessReviewer;202436
441,OFFICES,,SA POLICE SERVICES,0,0,WOMBE STREET,ULUNDI A,-28.3326164,31.4160885,OFFICE,DURBAN ;Public Works.ProcessReviewer;202438
442,POLICE BARRACKS,,SA POLICE SERVICES,0,0,WOMBE STREET,ULUNDI A,-28.3323275,31.4162556,RESIDENTIAL HOUSE,DURBAN ;Public Works.ProcessReviewer;202440
443,POLICE BARRACKS,,SA POLICE SERVICES,0,0,WOMBE STREET,ULUNDI A,-28.3321945,31.4162499,RESIDENTIAL HOUSE,DURBAN ;Public Works.ProcessReviewer;202442
444,POLICE BARRACKS,,SA POLICE SERVICES,0,0,WOMBE STREET,ULUNDI A,-28.3321916,31.4167568,RESIDENTIAL HOUSE,DURBAN ;Public Works.ProcessReviewer;202444
445,POLICE BARRACKS,,SA POLICE SERVICES,0,0,WOMBE STREET,ULUNDI A,-28.3323267,31.4167563,RESIDENTIAL HOUSE,DURBAN ;Public Works.ProcessReviewer;202446
446,OFFICES,,SA POLICE SERVICES,0,0,WOMBE STREET,ULUNDI A,-28.3329186,31.4169219,OFFICE,DURBAN ;Public Works.ProcessReviewer;202448
447,OFFICES,,SA POLICE SERVICES,0,0,WOMBE STREET,ULUNDI A,-28.3330529,31.4169256,OFFICE,DURBAN ;Public Works.ProcessReviewer;202450
448,OFFICES,,SA POLICE SERVICES,0,0,WOMBE STREET,ULUNDI A,-28.3331909,31.4173845,OFFICE,DURBAN ;Public Works.ProcessReviewer;202452
449,OFFICES,,SA POLICE SERVICES,0,0,WOMBE STREET,ULUNDI A,-28.333317,31.417386,OFFICE,DURBAN ;Public Works.ProcessReviewer;202454
450,OFFICES,,SA POLICE SERVICES,0,0,WOMBE STREET,ULUNDI A,-28.3333249,31.4158478,OFFICE,DURBAN ;Public Works.ProcessReviewer;202456
533,OFFICE,NSIMBINI COMMUNITY SAFETY CENT,SA POLICE SERVICES,0,0,OFF M 35 NEAR  MBOKODWENI,ET,-30.0003191,30.8564335,OFFICE,DURBAN ;Public Works.ProcessReviewer;202458
534,COURT,NSIMBINI COMMUNITY SAFETY CENT,SA POLICE SERVICES,0,0,OFF M 35 NEAR  MBOKODWENI,ET,-30.0005345,30.856442,MAGISTRATES COURT,DURBAN ;Public Works.ProcessReviewer;202460
564,STORAGE,,JUSTICE AND CONSTITUTIONAL DEVELPM,0,61 LOT,MAKOU STREET,HU,-27.384216,31.6190436,FLAT,DURBAN ;Public Works.ProcessReviewer;202462
566,OFFICES AND ABLUTIONS,N;Public Works.ProcessReviewer;202464
567,OFFICES, CANTEEN, WAITING AREA AND ABLUTIONS,N;Public Works.ProcessReviewer;202466
604,COURT,,,0,1,UTLHANONG DRIVE AND KAGISO DRIVE,KAGISO,-26.1639973,27.7805428,COURT BUILDING,JOHANNESBURG ;Public Works.ProcessReviewer;202468
615,HOUSE6,,,0,78,RESIDENTIAL HOUSE,EMPANGENI,-28.7470178,31.8862344,RESIDENTIAL HOUSE,DURBAN ;Public Works.ProcessReviewer;202470
616,RESIDENTIAL HOUSE,,,0,78,WEIGHTMAN AVENUE,EMPANGENI,-28.7468501,31.8856021,RESIDENTIAL HOUSE,DURBAN ;Public Works.ProcessReviewer;202472
617,BOARDROOMS,,,0,78,WEIGHTMAN AVENU,EMPANGENI,-28.7460642,31.8860313,STORAGE,DURBAN ;Public Works.ProcessReviewer;202474
618,RESIDENTIAL HOUSE,,,0,78,WEIGHTMAN AVENU,EMPANGENI,-28.7469911,31.8860914,RESIDENTIAL HOUSE,DURBAN ;Public Works.ProcessReviewer;202476
619,RESIDENTIAL HOUSE,,,0,78,WEIGHTMAN AVENU,EMPANGENI,-28.7467421,31.8855092,RESIDENTIAL HOUSE,DURBAN ;Public Works.ProcessReviewer;202478
623,FLATS,,MILITARY VETERANS,0,1,IMPALA STR DIEPKLOOF,IR,-26.3442758,28.4620478,RESIDENTIAL HOUSE,JOHANNESBURG ;Public Works.ProcessReviewer;202480
675,,,SA POLICE SERVICES,0,0,N2 NORTH TURN RIGHT ON A1185 ROAD 30KM INTO UBOMBO HOSPITAL,UBOMBO,-27.5676344,32.0845846,,DURBAN ;Public Works.ProcessReviewer;202482
676,PRF TRAINING CENTRE,,PUBLIC WORKS,0,1,MODDERFONTEIN ROAD,IR,-26.1330148,28.117527,RESEARCH STATION,JOHANNESBURG ;Public Works.ProcessReviewer;202484
677,SINGLE QUARTER FLATS,COMPLEX: LEEUWKOP PRISON,BASIC EDUCATION,0,0,Leeukop prison road,IR,-26.0032106,28.0446183,SINGLE QUARTER FLATS,JOHANNESBURG ;Public Works.ProcessReviewer;202486
678,SINGLE QUARTER FLATS,COMPLEX: LEEUWKOP PRISON,BASIC EDUCATION,0,0,Leeukop prison road,IR,-26.0034934,28.0444258,SINGLE QUARTER FLATS,JOHANNESBURG ;Public Works.ProcessReviewer;202488
691,POLICE STATION,COMPLEX: SAPS WENTWORTH,SA POLICE SERVICES,0,118,AUSTERVILLE DRIVE,AUSTERVILLE,-29.9418057,30.9809297,POLICE STATION,DURBAN ;Public Works.ProcessReviewer;202490
699,MAGISTRATE COURT,TURFFONTEIN 100 IR PT 163,JUSTICE AND CONSTITUTIONAL DEVELPM,0,0,Amanda Ave & Rifle Range Rd,IR,-26.2610948,28.033091,,JOHANNESBURG ;Public Works.ProcessReviewer;202492
702,ADMIN OFFICE AND ABLUTION,,SA POLICE SERVICES,0,229,BALFOUR ROAD,WENTWORTH,-29.9309774,30.9775722,OFFICE,DURBAN ;Public Works.ProcessReviewer;202494
721,MARRIAGE QUARTER FLAT B5,,SA POLICE SERVICES,0,241,MOORTON DRIVE,CHATSWORTH,-29.9057663,30.8548031,RESIDENTIAL HOUSE,DURBAN ;Public Works.ProcessReviewer;202496
722,LIBRARY AND BAND OFFICES B2,,SA POLICE SERVICES,0,241,MOORTON DRIVE,CHATSWORTH,-29.9044337,30.8559174,LIBRARY,DURBAN ;Public Works.ProcessReviewer;202498
723,WOMEN SINGLE QUATERS B13,,SA POLICE SERVICES,0,241,MOORTON DRIVE,CHATSWORTH,-29.9048997,30.8550245,RESIDENTIAL HOUSE,DURBAN ;Public Works.ProcessReviewer;202500
724,MEN SINGLE QUATERS B10,,SA POLICE SERVICES,0,241,MOORTON DRIVE,CHATSWORTH,-29.9045828,30.8542262,RESIDENTIAL HOUSE,DURBAN ;Public Works.ProcessReviewer;202502
725,OFFICES B9,,SA POLICE SERVICES,0,241,MOORTON DRIVE,CHATSWORTH,-29.9049626,30.8540583,OFFICE,DURBAN ;Public Works.ProcessReviewer;202504
729,BAR,COMPLEX: LEEUWKOP PRISON,BASIC EDUCATION,0,0,Leeukop prison road,IR,-26.0087534,28.0686009,BAR,JOHANNESBURG ;Public Works.ProcessReviewer;202506
730,OFFICE,COMPLEX: LEEUWKOP PRISON,BASIC EDUCATION,0,0,Leeukop prison road,IR,-26.0110619,28.0536587,OFFICE,JOHANNESBURG ;Public Works.ProcessReviewer;202508
731,MARRIAGE QUARTERS,COMPLEX: LEEUWKOP PRISON,BASIC EDUCATION,0,0,Leeukop prison road,IR,-26.0087753,28.0521172,MARRIAGE QUARTERS,JOHANNESBURG ;Public Works.ProcessReviewer;202510
732,MARRIAGE QUARTERS,COMPLEX: LEEUWKOP PRISON,BASIC EDUCATION,0,0,Leeukop prison road,IR,-26.009018,28.0521182,MARRIAGE QUARTERS,JOHANNESBURG ;Public Works.ProcessReviewer;202512
733,Office,MAGISTRATES COURT,JUSTICE AND CONSTITUTIONAL DEVELPM,0,15,Groenplaas Rd,WESTONARIA,-26.3233039,27.6506324,OFFICE,JOHANNESBURG ;Public Works.ProcessReviewer;202514
